# TYPE: validation-run
# SYNTHETIC panel: seed=42032 [fixed]; phases A(0-79) neg-corr, B(80-100) 21-bar pos blip, C(101-170) sustained pos, D(171-190) 20-bar neg dip, E(191-239) sustained neg; bar 130 has missing tlt (F1 pin)
ts_ns,spy,tlt
1770422400000000000,-0.0009803352724177773,-0.0006141314740157255
1770508800000000000,-0.0032171907518593404,0.0022365386564070625
1770595200000000000,0.016368008106564125,-0.007532238422973592
1770681600000000000,0.001119775395286719,0.009248083563532843
1770768000000000000,-0.024758388680122933,0.0069629004900524155
1770854400000000000,-0.017819342505558573,0.012536614719702372
1770940800000000000,-0.019510670548435558,0.0060645344726845095
1771027200000000000,-0.0009393433980395532,-0.0015945885410801797
1771113600000000000,-0.003295890986965877,0.005114713216051983
1771200000000000000,-0.007293033619987869,0.005281225699395678
1771286400000000000,-0.0013876570490924198,0.00954293741392069
1771372800000000000,-0.0016663739131741087,-0.0007858246261254212
1771459200000000000,-0.014857777022391046,0.0013549979424950856
1771545600000000000,0.014164446590785027,-0.010996248576712737
1771632000000000000,-0.020488088990525913,0.012776605518765239
1771718400000000000,-0.006311009565986453,0.005642273061500525
1771804800000000000,0.008654521671257544,-0.00018696775558109478
1771891200000000000,-0.01506364961413269,0.013533739289692476
1771977600000000000,-0.010687898259488815,0.0033334845279350453
1772064000000000000,0.0023461801779166066,-0.002764078310061107
1772150400000000000,-0.023918392284624553,0.009313028336702289
1772236800000000000,-0.01445698662881188,0.00458107047387393
1772323200000000000,-0.007454688282035254,0.0010307102602092736
1772409600000000000,0.0066691812783314045,-0.009291495112234874
1772496000000000000,0.011771485937988883,0.0002675696243371901
1772582400000000000,0.007912492575456103,-0.001988989697261027
1772668800000000000,0.002518962776537865,-0.002535763760730223
1772755200000000000,-0.00046646668424563456,0.005365622997997797
1772841600000000000,0.004089385962772991,0.00238336420358142
1772928000000000000,0.011133878750300768,-0.010606296464795398
1773014400000000000,-0.01238881502650596,0.004709303018586663
1773100800000000000,0.007953443673899002,-0.011814859187412971
1773187200000000000,0.009978751060101317,-0.010909735667315453
1773273600000000000,-0.0010833377903121328,0.0034288047404270766
1773360000000000000,-0.0066293536787544495,0.004890912856806758
1773446400000000000,0.008021297892641565,-0.0007528456879742941
1773532800000000000,0.01278383416818662,-0.006087867080509454
1773619200000000000,-0.015256971638922825,0.015134519869309615
1773705600000000000,0.003241799154051167,0.0033598832776904103
1773792000000000000,0.013013670725472838,-0.012021385330117491
1773878400000000000,0.013016954233065193,-0.005051840502426268
1773964800000000000,0.0008535906002666504,-0.007186425454437668
1774051200000000000,0.003303043750350972,-0.0009355366738691435
1774137600000000000,0.0033959450347498562,-0.0030150730520705016
1774224000000000000,-0.021584479568246016,0.012582812705257402
1774310400000000000,-0.02144315384714333,0.010733901859951357
1774396800000000000,0.004444796972069513,0.0031592560014045683
1774483200000000000,0.024379540717107562,0.01778795133271655
1774569600000000000,0.012659421448740042,-0.003519005694496974
1774656000000000000,-0.003486563411368474,-0.0038572306520163586
1774742400000000000,-0.004912102064995205,0.0024344677946352674
1774828800000000000,-0.00533936388133667,-0.009181683857085905
1774915200000000000,0.010515192767475059,0.014475460715200662
1775001600000000000,-0.0006374094448381848,0.002285077567991247
1775088000000000000,-0.009393865261747946,-0.0061814582054558025
1775174400000000000,0.007647650673276103,0.0017365837201910954
1775260800000000000,-0.0015854473319215035,0.00958261694390034
1775347200000000000,0.001419334600569538,0.006324580801360663
1775433600000000000,-0.0006250325450915973,-0.0030944022191285426
1775520000000000000,-0.02570972405117834,-0.01668707545957157
1775606400000000000,-0.011729531261150854,-0.011293604494795093
1775692800000000000,-0.0007053831198715833,-0.003601704233658104
1775779200000000000,-0.008785300035543538,0.0023627458756649115
1775865600000000000,-0.0021894965194239084,-0.003032552106293637
1775952000000000000,-0.013670709383239743,-0.010758242290691129
1776038400000000000,-0.002882565229925441,0.00933350664673045
1776124800000000000,-0.008342623889909438,-0.0068531756209256455
1776211200000000000,0.010369629170281424,0.006280145587248626
1776297600000000000,0.0018264845000396128,0.0009877425376621936
1776384000000000000,0.007080238938906193,0.007649953510740037
1776470400000000000,-0.00717007269088924,-0.012881709608101892
1776556800000000000,-0.004538245969447868,-0.006777863263657872
1776643200000000000,-0.010429087161690512,-0.008225700562775159
1776729600000000000,0.012205128558458022,0.0015171382308476736
1776816000000000000,0.00698425210551879,0.002484592363144938
1776902400000000000,-0.015599395337690752,-0.006531527779925392
1776988800000000000,0.008882367074842122,0.000829637927884575
1777075200000000000,-0.007622131943815767,-0.00801072968920832
1777161600000000000,0.0030367616425022734,0.0014570925626308773
1777248000000000000,-0.004607646035793633,-0.008095722836063034
1777334400000000000,0.0016278264056258313,-0.00125608390897213
1777420800000000000,0.01708529861790006,0.01921274636836157
1777507200000000000,-0.015838869577394284,-0.010682310591004326
1777593600000000000,0.0015539153736051545,0.004071186579978179
1777680000000000000,-0.002324037491796733,-0.006954273516860423
1777766400000000000,-0.007624099278438134,-0.005182143497304921
1777852800000000000,0.017783040686849782,0.008722558575528781
1777939200000000000,-0.010616757755255604,-0.0063883697927998705
1778025600000000000,-0.021525881087676134,-0.016422692382838982
1778112000000000000,-0.0022786304522806698,-0.005470375206024379
1778198400000000000,0.0233641745631411,0.018372835111386883
1778284800000000000,-0.012396819997785786,-0.0008828954077155496
1778371200000000000,0.0028382266538944994,0.005300094839674617
1778457600000000000,0.005316578554181528,0.001740673045962093
1778544000000000000,0.000259366234347956,0.005626907925196625
1778630400000000000,-0.005271709415066028,-0.010820266235411111
1778716800000000000,-0.004373253610357977,-0.005231882555127944
1778803200000000000,0.01983047647835464,
1778889600000000000,0.005327035377502376,-0.001320430049068985
1778976000000000000,0.0018087529169435843,0.0034391305759155395
1779062400000000000,-0.0038996881211647767,-0.0016957548828154905
1779148800000000000,0.005647223180442008,0.00389809290973953
1779235200000000000,0.022236223239334336,0.008721099749159562
1779321600000000000,-0.024565281107667113,-0.004979009519362017
1779408000000000000,-0.000540723472593682,0.011064496192320774
1779494400000000000,-0.02042883942855272,-0.019897997779250425
1779580800000000000,0.004200696858979292,0.0034572537848422905
1779667200000000000,0.0032026599260130757,0.007020472083812719
1779753600000000000,-0.0015038831692029643,0.003922336530836776
1779840000000000000,-0.0044717135537427994,-0.008011517411855979
1779926400000000000,-0.021754626712847298,-0.01295401924497319
1780012800000000000,0.013921117732722582,0.010449829771783466
1780099200000000000,0.014493432524506446,0.008307171819181813
1780185600000000000,-0.002360335279944229,0.00019441830724943382
1780272000000000000,-0.003940997696091445,-0.003920440011072127
1780358400000000000,0.003087212078179331,0.008262734566381073
1780444800000000000,0.001084352994050776,0.007238978867491837
1780531200000000000,-0.0036107141378411743,-0.006966672701979187
1780617600000000000,-0.002820539911246032,-0.007444206591833268
1780704000000000000,0.010170904381135434,-0.001684134660679806
1780790400000000000,0.0065737686798602955,0.003914583454540637
1780876800000000000,-0.00015039468634066343,-0.0004843341596647696
1780963200000000000,0.0055339331800194165,0.00077531304394059
1781049600000000000,-0.006734837287389847,-0.0063434628850948735
1781136000000000000,-0.014011715222712991,-0.005099073494031481
1781222400000000000,-0.02877098005424618,-0.022769802431318154
1781308800000000000,0.024317804479622007,0.01089192449905613
1781395200000000000,-0.009775327198626338,0.0018098071867585757
1781481600000000000,0.0001859748225951837,0.0007280325166097844
1781568000000000000,-0.021847137134581918,-0.00910151349398405
1781654400000000000,0.006854898102636878,-0.0034668348797400736
1781740800000000000,0.0011728116738336319,-0.0007503690027275337
1781827200000000000,0.028925115287072246,0.018035034912472415
1781913600000000000,-0.007691219823724034,-0.0094128830578391
1782000000000000000,0.007565980250025013,0.008246671976479141
1782086400000000000,0.012499296393113379,0.01039895922297998
1782172800000000000,-0.014748747783382012,-0.014267739712339684
1782259200000000000,0.01771847900146397,0.010302253175928956
1782345600000000000,0.008161893710254739,0.00306475393510807
1782432000000000000,-0.0010656581974537336,-0.005283547527075706
1782518400000000000,-0.005522809345922197,0.005775036180665825
1782604800000000000,0.00662305670029906,-0.013153067101875991
1782691200000000000,0.02291239750802279,-0.017815592853043974
1782777600000000000,0.0038736081743550197,-0.00756222308605939
1782864000000000000,0.014615545135367522,-0.0060111425840648006
1782950400000000000,0.0086486833208482,-0.007200952431055395
1783036800000000000,0.0003868893014639157,-0.0009552888051419021
1783123200000000000,0.00545669470576146,-0.0028471008400183908
1783209600000000000,-0.01930597823038606,0.011163125616821588
1783296000000000000,-0.022995253040222596,0.01489594566677421
1783382400000000000,0.006707628163091765,-0.011517187639076729
1783468800000000000,0.0017071927702057735,0.0004111960276771253
1783555200000000000,0.0016744240294050226,9.09992286330678e-05
1783641600000000000,0.010124554286788568,-0.011978646130920225
1783728000000000000,0.0017269336617261877,-0.004560671226684951
1783814400000000000,0.0037940641302703472,-0.008746006172326
1783900800000000000,-0.005055209342500393,-0.0018984013969804026
1783987200000000000,-0.006363899301806788,0.0034059214419352567
1784073600000000000,-0.0019901957162897052,0.0039388510076083585
1784160000000000000,0.011082481276482275,0.0006310415246738943
1784246400000000000,0.004764181879575982,0.001569372491133958
1784332800000000000,0.003329379200866617,-0.002024816745848039
1784419200000000000,-0.0027511118998533946,0.004038821715411875
1784505600000000000,-0.0203081829024986,0.014739348758151985
1784592000000000000,-0.021439180358207986,0.012614117162444507
1784678400000000000,-0.008329801415612327,0.007359600376767229
1784764800000000000,0.0028356038132115583,-0.0038394721864369627
1784851200000000000,-0.009139951512855187,0.005997694440603826
1784937600000000000,0.031132423261051898,-0.023099627612789365
1785024000000000000,0.019891504004510358,-0.014587685007532724
1785110400000000000,-0.007894218040061409,0.010000673183563267
1785196800000000000,0.01685155182523112,-0.004621383702303845
1785283200000000000,0.018293123203543937,-0.010030021399276324
1785369600000000000,0.006840603271811661,0.004760216577837688
1785456000000000000,-0.003367155991582161,0.006261891965756771
1785542400000000000,-0.0021221795779921885,-0.003343127934417444
1785628800000000000,-0.013202675577178618,0.01517783453188827
1785715200000000000,-0.00799508675773456,0.00048413978494988175
1785801600000000000,-0.017701326962345686,0.0075845914522265755
1785888000000000000,0.0053013103570370024,-0.013366675801532217
1785974400000000000,0.008772307932231665,-0.007061708819342903
1786060800000000000,0.0038751526282171465,-0.01210006737484252
1786147200000000000,-0.0077533828694816105,0.004426676586849818
1786233600000000000,0.010898846870159754,-0.010561362457838057
1786320000000000000,0.00504856883126145,-0.004865007322883566
1786406400000000000,0.0062306895730091716,-0.0066651755593502
1786492800000000000,0.01125915887250124,-0.0007092892537443149
1786579200000000000,0.02420750794027286,-0.015832403345263684
1786665600000000000,0.0005635457409977225,0.008128171862460514
1786752000000000000,-0.024600352159533507,0.018898177675370754
1786838400000000000,-0.009337798438643616,0.008284696043181819
1786924800000000000,-0.0009941226849093186,0.006781413409563189
1787011200000000000,0.021120281979384203,-0.004615951403399251
1787097600000000000,0.006901662828616394,0.0013577901502418114
1787184000000000000,0.0032082329087209367,-0.00432287873462405
1787270400000000000,0.0009102171865666281,0.006075625675314482
1787356800000000000,0.005111616402401927,0.0020275630314020923
1787443200000000000,-0.0143792178198346,0.005989537235340367
1787529600000000000,-0.0005099909166590057,0.002641091232914981
1787616000000000000,-0.01923570497729011,0.004951693112373233
1787702400000000000,0.011545738231680097,-0.00816434518487432
1787788800000000000,0.001003248301342833,-0.0007894352523712543
1787875200000000000,-0.00859932212346997,0.007848136373844721
1787961600000000000,0.009559411700708667,-0.0019618300505363567
1788048000000000000,0.002275996490565923,0.0012063116951357982
1788134400000000000,2.6911134567236816e-05,0.008134750643618231
1788220800000000000,-0.029301225357461172,0.017867308733225173
