# TYPE: validation-run
# R004 — Volatility clustering / persistence state: synthetic input tape, seed 9004 [example]
# 280 daily closes: calm (bars 1-130) -> clustered true-GARCH(1,1) pi=0.97 (131-199) -> calm (200-280)
bar,event_ts,asof_ts,c
37,1791331200000000000,1791334800000000000,101.91889702879483
38,1791417600000000000,1791421200000000000,101.7541729551667
39,1791504000000000000,1791507600000000000,101.6059001481353
40,1791590400000000000,1791594000000000000,101.71985988802437
41,1791676800000000000,1791680400000000000,101.90470051919428
42,1791763200000000000,1791766800000000000,102.52651691475614
43,1791849600000000000,1791853200000000000,102.47203246278299
44,1791936000000000000,1791939600000000000,102.22083532518701
45,1792022400000000000,1792026000000000000,101.77218752063439
46,1792108800000000000,1792112400000000000,102.36554846510015
47,1792195200000000000,1792198800000000000,101.90644117548162
48,1792281600000000000,1792285200000000000,102.17631782875961
49,1792368000000000000,1792371600000000000,102.05050774279928
50,1792454400000000000,1792458000000000000,102.36416263581812
51,1792540800000000000,1792544400000000000,102.40615527445506
52,1792627200000000000,1792630800000000000,102.16046322986425
53,1792713600000000000,1792717200000000000,101.71439874468584
54,1792800000000000000,1792803600000000000,102.03983605557785
55,1792886400000000000,1792890000000000000,101.99691970226486
56,1792972800000000000,1792976400000000000,102.48540065236152
57,1793059200000000000,1793062800000000000,102.4153020754986
58,1793145600000000000,1793149200000000000,101.63278164359275
59,1793232000000000000,1793235600000000000,101.57782840891568
60,1793318400000000000,1793322000000000000,102.01614578675915
61,1793404800000000000,1793408400000000000,102.12082161911862
62,1793491200000000000,1793494800000000000,102.68715567204809
63,1793577600000000000,1793581200000000000,102.00274764539928
64,1793664000000000000,1793667600000000000,102.08029651847416
65,1793750400000000000,1793754000000000000,103.61406754163262
66,1793836800000000000,1793840400000000000,103.21444295073768
67,1793923200000000000,1793926800000000000,103.26136638273813
68,1794009600000000000,1794013200000000000,103.53636217784248
69,1794096000000000000,1794099600000000000,103.0867835061357
70,1794182400000000000,1794186000000000000,102.79155059231252
71,1794268800000000000,1794272400000000000,102.90107478454374
72,1794355200000000000,1794358800000000000,102.61713787373132
73,1794441600000000000,1794445200000000000,101.91441536137395
74,1794528000000000000,1794531600000000000,101.88457033934561
75,1794614400000000000,1794618000000000000,102.46683673950503
76,1794700800000000000,1794704400000000000,102.4566927093832
77,1794787200000000000,1794790800000000000,102.68800883622595
78,1794873600000000000,1794877200000000000,102.31364634568412
79,1794960000000000000,1794963600000000000,102.05458947827404
80,1795046400000000000,1795050000000000000,102.83515362245282
81,1795132800000000000,1795136400000000000,102.59537938974447
82,1795219200000000000,1795222800000000000,103.04191573681507
83,1795305600000000000,1795309200000000000,103.2304207034842
84,1795392000000000000,1795395600000000000,103.04118210641002
85,1795478400000000000,1795482000000000000,103.03276082560308
86,1795564800000000000,1795568400000000000,103.00331099692836
87,1795651200000000000,1795654800000000000,103.40187345232381
88,1795737600000000000,1795741200000000000,103.02893126517877
89,1795824000000000000,1795827600000000000,103.04656649873183
90,1795910400000000000,1795914000000000000,103.39018787314988
91,1795996800000000000,1796000400000000000,102.93612211136426
92,1796083200000000000,1796086800000000000,102.81659190680968
93,1796169600000000000,1796173200000000000,102.60254980738048
94,1796256000000000000,1796259600000000000,102.50261919723584
95,1796342400000000000,1796346000000000000,102.45972393923749
96,1796428800000000000,1796432400000000000,102.79285458914853
97,1796515200000000000,1796518800000000000,102.64972853955454
98,1796601600000000000,1796605200000000000,101.82670525806272
99,1796688000000000000,1796691600000000000,101.91856746662097
100,1796774400000000000,1796778000000000000,102.57340900700662
101,1796860800000000000,1796864400000000000,102.6482555397071
102,1796947200000000000,1796950800000000000,102.40656528503922
103,1797033600000000000,1797037200000000000,102.06620326855622
104,1797120000000000000,1797123600000000000,101.85222444673924
105,1797206400000000000,1797210000000000000,101.77465085457601
106,1797292800000000000,1797296400000000000,101.90500057654818
107,1797379200000000000,1797382800000000000,102.53104612058108
108,1797465600000000000,1797469200000000000,102.79378762267876
109,1797552000000000000,1797555600000000000,102.45441169524001
110,1797638400000000000,1797642000000000000,102.49693036337256
111,1797724800000000000,1797728400000000000,102.8060832794535
112,1797811200000000000,1797814800000000000,102.32412443632231
113,1797897600000000000,1797901200000000000,103.31881519301243
114,1797984000000000000,1797987600000000000,103.39478049979243
115,1798070400000000000,1798074000000000000,103.61677083957557
116,1798156800000000000,1798160400000000000,104.11998894329801
117,1798243200000000000,1798246800000000000,103.60910713849266
118,1798329600000000000,1798333200000000000,103.51924912134994
119,1798416000000000000,1798419600000000000,103.14126799160861
120,1798502400000000000,1798506000000000000,102.90681456902858
121,1798588800000000000,1798592400000000000,103.23687813907179
122,1798675200000000000,1798678800000000000,103.18265939006432
123,1798761600000000000,1798765200000000000,102.97142183414232
124,1798848000000000000,1798851600000000000,102.7047945268494
125,1798934400000000000,1798938000000000000,103.1860924955608
126,1799020800000000000,1799024400000000000,103.17239375534258
127,1799107200000000000,1799110800000000000,103.93136534359601
128,1799193600000000000,1799197200000000000,104.88214495824836
129,1799280000000000000,1799283600000000000,104.61950934943295
130,1799366400000000000,1799370000000000000,104.5944082710738
131,1799452800000000000,1799456400000000000,103.49085141699688
132,1799539200000000000,1799542800000000000,104.14608114829348
133,1799625600000000000,1799629200000000000,104.14662799034754
134,1799712000000000000,1799715600000000000,103.58894701946389
135,1799798400000000000,1799802000000000000,103.90231611479554
136,1799884800000000000,1799888400000000000,104.93273950897728
137,1799971200000000000,1799974800000000000,105.16118567478347
138,1800057600000000000,1800061200000000000,105.79876306183576
139,1800144000000000000,1800147600000000000,105.70671109227646
140,1800230400000000000,1800234000000000000,104.55443216754618
141,1800316800000000000,1800320400000000000,103.48876370044553
142,1800403200000000000,1800406800000000000,103.85931324769524
143,1800489600000000000,1800493200000000000,103.40904712472674
144,1800576000000000000,1800579600000000000,104.05031068329833
145,1800662400000000000,1800666000000000000,104.74074295025679
146,1800748800000000000,1800752400000000000,104.46216471512945
147,1800835200000000000,1800838800000000000,103.6843199926234
148,1800921600000000000,1800925200000000000,104.19683947320829
149,1801008000000000000,1801011600000000000,104.84292551552545
150,1801094400000000000,1801098000000000000,105.18758185136701
151,1801180800000000000,1801184400000000000,105.23391238264999
152,1801267200000000000,1801270800000000000,105.0235172651239
153,1801353600000000000,1801357200000000000,105.53179929472967
154,1801440000000000000,1801443600000000000,104.93041367440848
155,1801526400000000000,1801530000000000000,105.38647877053609
156,1801612800000000000,1801616400000000000,106.05588055424441
157,1801699200000000000,1801702800000000000,105.03632867121173
158,1801785600000000000,1801789200000000000,105.43325165016381
159,1801872000000000000,1801875600000000000,105.89891497958205
160,1801958400000000000,1801962000000000000,106.47458128116263
161,1802044800000000000,1802048400000000000,106.92968042630662
162,1802131200000000000,1802134800000000000,107.22202885295599
163,1802217600000000000,1802221200000000000,106.8556841489687
164,1802304000000000000,1802307600000000000,106.87539694096307
165,1802390400000000000,1802394000000000000,106.4315595661944
166,1802476800000000000,1802480400000000000,106.06286690422259
167,1802563200000000000,1802566800000000000,105.42983556636398
168,1802649600000000000,1802653200000000000,105.33346653762167
169,1802736000000000000,1802739600000000000,103.93283104385806
170,1802822400000000000,1802826000000000000,103.72970286062748
171,1802908800000000000,1802912400000000000,103.92607852939165
172,1802995200000000000,1802998800000000000,104.57243737209694
173,1803081600000000000,1803085200000000000,105.19807826693669
174,1803168000000000000,1803171600000000000,104.88309997459783
175,1803254400000000000,1803258000000000000,105.77303722928067
176,1803340800000000000,1803344400000000000,106.08572046570667
177,1803427200000000000,1803430800000000000,107.00472373323646
178,1803513600000000000,1803517200000000000,107.43006604752803
179,1803600000000000000,1803603600000000000,107.77804572930324
180,1803686400000000000,1803690000000000000,108.31507518112875
181,1803772800000000000,1803776400000000000,108.30288594626525
182,1803859200000000000,1803862800000000000,108.25187308400851
183,1803945600000000000,1803949200000000000,108.00106041187165
184,1804032000000000000,1804035600000000000,107.61317818593382
185,1804118400000000000,1804122000000000000,107.78875587180279
186,1804204800000000000,1804208400000000000,107.64529983947624
187,1804291200000000000,1804294800000000000,107.25309691391209
188,1804377600000000000,1804381200000000000,107.32282748253985
189,1804464000000000000,1804467600000000000,107.58112555752167
190,1804550400000000000,1804554000000000000,107.58988484181789
191,1804636800000000000,1804640400000000000,108.40525879454466
192,1804723200000000000,1804726800000000000,107.44851310585257
193,1804809600000000000,1804813200000000000,106.83603083054984
194,1804896000000000000,1804899600000000000,107.50559649590761
195,1804982400000000000,1804986000000000000,107.00560893700548
196,1805068800000000000,1805072400000000000,107.63950302868315
197,1805155200000000000,1805158800000000000,107.14418413791336
198,1805241600000000000,1805245200000000000,106.40530273558807
199,1805328000000000000,1805331600000000000,106.667292775196
200,1805414400000000000,1805418000000000000,106.32928656824669
201,1805500800000000000,1805504400000000000,106.19979574655484
202,1805587200000000000,1805590800000000000,106.72940745472356
203,1805673600000000000,1805677200000000000,106.66991534644302
204,1805760000000000000,1805763600000000000,106.52321129004942
205,1805846400000000000,1805850000000000000,106.4144164266615
206,1805932800000000000,1805936400000000000,106.39682765648476
207,1806019200000000000,1806022800000000000,106.08557510605179
208,1806105600000000000,1806109200000000000,106.63787783217302
209,1806192000000000000,1806195600000000000,106.56114845983905
210,1806278400000000000,1806282000000000000,106.25004994847838
211,1806364800000000000,1806368400000000000,106.11141362737497
212,1806451200000000000,1806454800000000000,106.16047063199012
213,1806537600000000000,1806541200000000000,106.59647177183064
214,1806624000000000000,1806627600000000000,106.74619581204301
215,1806710400000000000,1806714000000000000,106.56843194759695
216,1806796800000000000,1806800400000000000,106.74566289011119
217,1806883200000000000,1806886800000000000,106.52966765030231
218,1806969600000000000,1806973200000000000,106.55476835632602
219,1807056000000000000,1807059600000000000,106.83688363232984
220,1807142400000000000,1807146000000000000,107.38468792778988
221,1807228800000000000,1807232400000000000,108.12851905480883
222,1807315200000000000,1807318800000000000,108.2717769041315
223,1807401600000000000,1807405200000000000,107.70608595919084
224,1807488000000000000,1807491600000000000,107.83137208971502
225,1807574400000000000,1807578000000000000,108.82742998661027
226,1807660800000000000,1807664400000000000,108.60343526292827
227,1807747200000000000,1807750800000000000,109.2253992357096
228,1807833600000000000,1807837200000000000,108.80521103303059
229,1807920000000000000,1807923600000000000,108.66166422360165
230,1808006400000000000,1808010000000000000,108.80209336298647
231,1808092800000000000,1808096400000000000,108.7895736791539
232,1808179200000000000,1808182800000000000,108.9344112396605
233,1808265600000000000,1808269200000000000,109.22452808016526
234,1808352000000000000,1808355600000000000,108.72930861186694
235,1808438400000000000,1808442000000000000,109.14772107645682
236,1808524800000000000,1808528400000000000,109.22187422452186
237,1808611200000000000,1808614800000000000,108.71423327867045
238,1808697600000000000,1808701200000000000,109.10468201602987
239,1808784000000000000,1808787600000000000,108.5059555417505
240,1808870400000000000,1808874000000000000,108.07831255164196
241,1808956800000000000,1808960400000000000,107.27819432698182
242,1809043200000000000,1809046800000000000,106.6653036960406
243,1809129600000000000,1809133200000000000,107.26781309735053
244,1809216000000000000,1809219600000000000,107.4642308691806
245,1809302400000000000,1809306000000000000,106.69948007213608
246,1809388800000000000,1809392400000000000,106.79182695333101
247,1809475200000000000,1809478800000000000,106.74206962864095
248,1809561600000000000,1809565200000000000,107.07161204471846
249,1809648000000000000,1809651600000000000,106.50733425327174
250,1809734400000000000,1809738000000000000,106.69124328303874
251,1809820800000000000,1809824400000000000,106.89831728778027
252,1809907200000000000,1809910800000000000,106.88175378250196
253,1809993600000000000,1809997200000000000,106.181122819914
254,1810080000000000000,1810083600000000000,106.88509540351303
255,1810166400000000000,1810170000000000000,107.31619229342573
256,1810252800000000000,1810256400000000000,107.9477207232075
257,1810339200000000000,1810342800000000000,107.79914972785726
258,1810425600000000000,1810429200000000000,107.71051146314848
259,1810512000000000000,1810515600000000000,107.84939748775733
260,1810598400000000000,1810602000000000000,107.4810550516552
261,1810684800000000000,1810688400000000000,107.65764741305901
262,1810771200000000000,1810774800000000000,106.90241021241084
263,1810857600000000000,1810861200000000000,106.19151895611708
264,1810944000000000000,1810947600000000000,105.66632584597563
265,1811030400000000000,1811034000000000000,105.68082104468034
266,1811116800000000000,1811120400000000000,105.35832280529901
267,1811203200000000000,1811206800000000000,106.19128581384376
268,1811289600000000000,1811293200000000000,106.41235007640995
269,1811376000000000000,1811379600000000000,106.24662366497246
270,1811462400000000000,1811466000000000000,105.76006603850445
271,1811548800000000000,1811552400000000000,106.09117351966152
272,1811635200000000000,1811638800000000000,105.39528530929677
273,1811721600000000000,1811725200000000000,105.21076490025969
274,1811808000000000000,1811811600000000000,105.60477266340078
275,1811894400000000000,1811898000000000000,106.19471159803325
276,1811980800000000000,1811984400000000000,105.9088199687734
277,1812067200000000000,1812070800000000000,105.60698660112863
278,1812153600000000000,1812157200000000000,105.96196845068391
279,1812240000000000000,1812243600000000000,105.61988013239602
280,1812326400000000000,1812330000000000000,105.49753228206836
