# TYPE: validation-run
# S032 expected features for the fixture tape. Recomputed by the reference implementation; blanks = warmup (NaN).
id,rollvol,rv60,rollcor60,drawdown,volofvol,regime_score,crisis_flag,regime_flag,regime_p
d0125,,,,,,,0,0,
d0126,,,,,,,0,0,
d0127,,,,,,,0,0,
d0128,,,,,,,0,0,
d0129,,,,,,,0,0,
d0130,,,,,,,0,0,
d0131,,,,,,,0,0,
d0132,,,,,,,0,0,
d0133,,,,,,,0,0,
d0134,,,,,,,0,0,
d0135,,,,,,,0,0,
d0136,,,,,,,0,0,
d0137,,,,,,,0,0,
d0138,,,,,,,0,0,
d0139,,,,,,,0,0,
d0140,,,,,,,0,0,
d0141,,,,,,,0,0,
d0142,,,,,,,0,0,
d0143,,,,,,,0,0,
d0144,,,,,,,0,0,
d0145,,,,,,,0,0,
d0146,,,,,,,0,0,
d0147,,,,,,,0,0,
d0148,,,,,,,0,0,
d0149,,,,,,,0,0,
d0150,,,,,,,0,0,
d0151,,,,,,,0,0,
d0152,,,,,,,0,0,
d0153,,,,,,,0,0,
d0154,,,,,,,0,0,
d0155,,,,,,,0,0,
d0156,,,,,,,0,0,
d0157,,,,,,,0,0,
d0158,,,,,,,0,0,
d0159,,,,,,,0,0,
d0160,,,,,,,0,0,
d0161,,,,,,,0,0,
d0162,,,,,,,0,0,
d0163,,,,,,,0,0,
d0164,,,,,,,0,0,
d0165,,,,,,,0,0,
d0166,,,,,,,0,0,
d0167,,,,,,,0,0,
d0168,,,,,,,0,0,
d0169,,,,,,,0,0,
d0170,,,,,,,0,0,
d0171,,,,,,,0,0,
d0172,,,,,,,0,0,
d0173,,,,,,,0,0,
d0174,,,,,,,0,0,
d0175,,,,,,,0,0,
d0176,,,,,,,0,0,
d0177,,,,,,,0,0,
d0178,,,,,,,0,0,
d0179,,,,,,,0,0,
d0180,,,,,,,0,0,
d0181,,,,,,,0,0,
d0182,,,,,,,0,0,
d0183,,,,,,,0,0,
d0184,,,,,,,0,0,
d0185,,,,,,,0,0,
d0186,,,,,,,0,0,
d0187,,,,,,,0,0,
d0188,,,,,,,0,0,
d0189,,,,,,,0,0,
d0190,,,,,,,0,0,
d0191,,,,,,,0,0,
d0192,,,,,,,0,0,
d0193,,,,,,,0,0,
d0194,,,,,,,0,0,
d0195,,,,,,,0,0,
d0196,,,,,,,0,0,
d0197,,,,,,,0,0,
d0198,,,,,,,0,0,
d0199,,,,,,,0,0,
d0200,,,,,,,0,0,
d0201,,,,,,,0,0,
d0202,,,,,,,0,0,
d0203,,,,,,,0,0,
d0204,,,,,,,0,0,
d0205,,,,,,,0,0,
d0206,,,,,,,0,0,
d0207,,,,,,,0,0,
d0208,,,,,,,0,0,
d0209,,,,,,,0,0,
d0210,,,,,,,0,0,
d0211,,,,,,,0,0,
d0212,,,,,,,0,0,
d0213,,,,,,,0,0,
d0214,,,,,,,0,0,
d0215,,,,,,,0,0,
d0216,,,,,,,0,0,
d0217,,,,,,,0,0,
d0218,,,,,,,0,0,
d0219,,,,,,,0,0,
d0220,,,,,,,0,0,
d0221,,,,,,,0,0,
d0222,,,,,,,0,0,
d0223,,,,,,,0,0,
d0224,,,,,,,0,0,
d0225,,,,,,,0,0,
d0226,,,,,,,0,0,
d0227,,,,,,,0,0,
d0228,,,,,,,0,0,
d0229,,,,,,,0,0,
d0230,,,,,,,0,0,
d0231,,,,,,,0,0,
d0232,,,,,,,0,0,
d0233,,,,,,,0,0,
d0234,,,,,,,0,0,
d0235,,,,,,,0,0,
d0236,,,,,,,0,0,
d0237,,,,,,,0,0,
d0238,,,,,,,0,0,
d0239,,,,,,,0,0,
d0240,,,,,,,0,0,
d0241,,,,,,,0,0,
d0242,,,,,,,0,0,
d0243,,,,,,,0,0,
d0244,,,,,,,0,0,
d0245,,,,,,,0,0,
d0246,,,,,,,0,0,
d0247,,,,,,,0,0,
d0248,,,,,,,0,0,
d0249,,,,,,,0,0,
d0250,,,,,,,0,0,
d0251,,,,,,,0,0,
d0252,,,,,,,0,0,
d0253,,,,,,,0,0,
d0254,,,,,,,0,0,
d0255,,,,,,,0,0,
d0256,,,,,,,0,0,
d0257,,,,,,,0,0,
d0258,,,,,,,0,0,
d0259,,,,,,,0,0,
d0260,,,,,,,0,0,
d0261,,,,,,,0,0,
d0262,,,,,,,0,0,
d0263,,,,,,,0,0,
d0264,,,,,,,0,0,
d0265,,,,,,,0,0,
d0266,,,,,,,0,0,
d0267,,,,,,,0,0,
d0268,,,,,,,0,0,
d0269,,,,,,,0,0,
d0270,,,,,,,0,0,
d0271,,,,,,,0,0,
d0272,,,,,,,0,0,
d0273,,,,,,,0,0,
d0274,,,,,,,0,0,
d0275,,,,,,,0,0,
d0276,,,,,,,0,0,
d0277,,,,,,,0,0,
d0278,,,,,,,0,0,
d0279,,,,,,,0,0,
d0280,,,,,,,0,0,
d0281,,,,,,,0,0,
d0282,,,,,,,0,0,
d0283,,,,,,,0,0,
d0284,,,,,,,0,0,
d0285,,,,,,,0,0,
d0286,,,,,,,0,0,
d0287,,,,,,,0,0,
d0288,,,,,,,0,0,
d0289,,,,,,,0,0,
d0290,,,,,,,0,0,
d0291,,,,,,,0,0,
d0292,,,,,,,0,0,
d0293,,,,,,,0,0,
d0294,,,,,,,0,0,
d0295,,,,,,,0,0,
d0296,,,,,,,0,0,
d0297,,,,,,,0,0,
d0298,,,,,,,0,0,
d0299,,,,,,,0,0,
d0300,,,,,,,0,0,
d0301,,,,,,,0,0,
d0302,,,,,,,0,0,
d0303,,,,,,,0,0,
d0304,,,,,,,0,0,
d0305,,,,,,,0,0,
d0306,,,,,,,0,0,
d0307,,,,,,,0,0,
d0308,,,,,,,0,0,
d0309,,,,,,,0,0,
d0310,,,,,,,0,0,
d0311,,,,,,,0,0,
d0312,,,,,,,0,0,
d0313,,,,,,,0,0,
d0314,,,,,,,0,0,
d0315,,,,,,,0,0,
d0316,,,,,,,0,0,
d0317,,,,,,,0,0,
d0318,,,,,,,0,0,
d0319,,,,,,,0,0,
d0320,,,,,,,0,0,
d0321,,,,,,,0,0,
d0322,,,,,,,0,0,
d0323,,,,,,,0,0,
d0324,,,,,,,0,0,
d0325,,,,,,,0,0,
d0326,,,,,,,0,0,
d0327,,,,,,,0,0,
d0328,,,,,,,0,0,
d0329,,,,,,,0,0,
d0330,,,,,,,0,0,
d0331,,,,,,,0,0,
d0332,,,,,,,0,0,
d0333,,,,,,,0,0,
d0334,,,,,,,0,0,
d0335,,,,,,,0,0,
d0336,,,,,,,0,0,
d0337,,,,,,,0,0,
d0338,,,,,,,0,0,
d0339,,,,,,,0,0,
d0340,,,,,,,0,0,
d0341,,,,,,,0,0,
d0342,,,,,,,0,0,
d0343,,,,,,,0,0,
d0344,,,,,,,0,0,
d0345,,,,,,,0,0,
d0346,,,,,,,0,0,
d0347,,,,,,,0,0,
d0348,,,,,,,0,0,
d0349,,,,,,,0,0,
d0350,,,,,,,0,0,
d0351,,,,,,,0,0,
d0352,,,,,,,0,0,
d0353,,,,,,,0,0,
d0354,,,,,,,0,0,
d0355,,,,,,,0,0,
d0356,,,,,,,0,0,
d0357,,,,,,,0,0,
d0358,,,,,,,0,0,
d0359,,,,,,,0,0,
d0360,,,,,,,0,0,
d0361,,,,,,,0,0,
d0362,,,,,,,0,0,
d0363,,,,,,,0,0,
d0364,,,,,,,0,0,
d0365,,,,,,,0,0,
d0366,,,,,,,0,0,
d0367,,,,,,,0,0,
d0368,,,,,,,0,0,
d0369,,,,,,,0,0,
d0370,,,,,,,0,0,
d0371,,,,,,,0,0,
d0372,,,,,,,0,0,
d0373,,,,,,,0,0,
d0374,,,,,,,0,0,
d0375,,,,,,,0,0,
d0376,,,,,,,0,0,
d0377,,,,,,,0,0,
d0378,,,,,,,0,0,
d0379,,,,,,,0,0,
d0380,,,,,,,0,0,
d0381,,,,,,,0,0,
d0382,,,,,,,0,0,
d0383,,,,,,,0,0,
d0384,,,,,,,0,0,
d0385,,,,,,,0,0,
d0386,,,,,,,0,0,
d0387,,,,,,,0,0,
d0388,,,,,,,0,0,
d0389,,,,,,,0,0,
d0390,,,,,,,0,0,
d0391,,,,,,,0,0,
d0392,,,,,,,0,0,
d0393,,,,,,,0,0,
d0394,,,,,,,0,0,
d0395,,,,,,,0,0,
d0396,,,,,,,0,0,
d0397,,,,,,,0,0,
d0398,,,,,,,0,0,
d0399,,,,,,,0,0,
d0400,,,,,,,0,0,
d0401,,,,,,,0,0,
d0402,,,,,,,0,0,
d0403,,,,,,,0,0,
d0404,,,,,,,0,0,
d0405,,,,,,,0,0,
d0406,,,,,,,0,0,
d0407,,,,,,,0,0,
d0408,,,,,,,0,0,
d0409,,,,,,,0,0,
d0410,,,,,,,0,0,
d0411,,,,,,,0,0,
d0412,,,,,,,0,0,
d0413,,,,,,,0,0,
d0414,,,,,,,0,0,
d0415,,,,,,,0,0,
d0416,,,,,,,0,0,
d0417,,,,,,,0,0,
d0418,,,,,,,0,0,
d0419,,,,,,,0,0,
d0420,,,,,,,0,0,
d0421,,,,,,,0,0,
d0422,,,,,,,0,0,
d0423,,,,,,,0,0,
d0424,,,,,,,0,0,
d0425,,,,,,,0,0,
d0426,,,,,,,0,0,
d0427,,,,,,,0,0,
d0428,,,,,,,0,0,
d0429,,,,,,,0,0,
d0430,,,,,,,0,0,
d0431,,,,,,,0,0,
d0432,,,,,,,0,0,
d0433,,,,,,,0,0,
d0434,,,,,,,0,0,
d0435,,,,,,,0,0,
d0436,,,,,,,0,0,
d0437,,,,,,,0,0,
d0438,,,,,,,0,0,
d0439,,,,,,,0,0,
d0440,,,,,,,0,0,
d0441,,,,,,,0,0,
d0442,,,,,,,0,0,
d0443,,,,,,,0,0,
d0444,,,,,,,0,0,
d0445,,,,,,,0,0,
d0446,,,,,,,0,0,
d0447,,,,,,,0,0,
d0448,,,,,,,0,0,
d0449,,,,,,,0,0,
d0450,,,,,,,0,0,
d0451,,,,,,,0,0,
d0452,,,,,,,0,0,
d0453,,,,,,,0,0,
d0454,,,,,,,0,0,
d0455,,,,,,,0,0,
d0456,,,,,,,0,0,
d0457,,,,,,,0,0,
d0458,,,,,,,0,0,
d0459,,,,,,,0,0,
d0460,,,,,,,0,0,
d0461,,,,,,,0,0,
d0462,,,,,,,0,0,
d0463,,,,,,,0,0,
d0464,,,,,,,0,0,
d0465,,,,,,,0,0,
d0466,,,,,,,0,0,
d0467,,,,,,,0,0,
d0468,,,,,,,0,0,
d0469,,,,,,,0,0,
d0470,,,,,,,0,0,
d0471,,,,,,,0,0,
d0472,,,,,,,0,0,
d0473,,,,,,,0,0,
d0474,,,,,,,0,0,
d0475,,,,,,,0,0,
d0476,,,,,,,0,0,
d0477,,,,,,,0,0,
d0478,,,,,,,0,0,
d0479,,,,,,,0,0,
d0480,,,,,,,0,0,
d0481,,,,,,,0,0,
d0482,,,,,,,0,0,
d0483,,,,,,,0,0,
d0484,,,,,,,0,0,
d0485,,,,,,,0,0,
d0486,,,,,,,0,0,
d0487,,,,,,,0,0,
d0488,,,,,,,0,0,
d0489,,,,,,,0,0,
d0490,,,,,,,0,0,
d0491,,,,,,,0,0,
d0492,,,,,,,0,0,
d0493,,,,,,,0,0,
d0494,,,,,,,0,0,
d0495,,,,,,,0,0,
d0496,,,,,,,0,0,
d0497,,,,,,,0,0,
d0498,,,,,,,0,0,
d0499,,,,,,,0,0,
d0500,,,,,,,0,0,
d0501,,,,,,,0,0,
d0502,,,,,,,0,0,
d0503,,,,,,,0,0,
d0504,,,,,,,0,0,
d0505,,,,,,,0,0,
d0506,,,,,,,0,0,
d0507,,,,,,,0,0,
d0508,,,,,,,0,0,
d0509,,,,,,,0,0,
d0510,,,,,,,0,0,
d0511,,,,,,,0,0,
d0512,,,,,,,0,0,
d0513,,,,,,,0,0,
d0514,,,,,,,0,0,
d0515,,,,,,,0,0,
d0516,,,,,,,0,0,
d0517,,,,,,,0,0,
d0518,,,,,,,0,0,
d0519,,,,,,,0,0,
d0520,,,,,,,0,0,
d0521,,,,,,,0,0,
d0522,,,,,,,0,0,
d0523,,,,,,,0,0,
d0524,,,,,,,0,0,
d0525,,,,,,,0,0,
d0526,,,,,,,0,0,
d0527,,,,,,,0,0,
d0528,,,,,,,0,0,
d0529,,,,,,,0,0,
d0530,,,,,,,0,0,
d0531,,,,,,,0,0,
d0532,,,,,,,0,0,
d0533,,,,,,,0,0,
d0534,,,,,,,0,0,
d0535,,,,,,,0,0,
d0536,,,,,,,0,0,
d0537,,,,,,,0,0,
d0538,,,,,,,0,0,
d0539,,,,,,,0,0,
d0540,,,,,,,0,0,
d0541,,,,,,,0,0,
d0542,,,,,,,0,0,
d0543,,,,,,,0,0,
d0544,,,,,,,0,0,
d0545,,,,,,,0,0,
d0546,,,,,,,0,0,
d0547,,,,,,,0,0,
d0548,,,,,,,0,0,
d0549,,,,,,,0,0,
d0550,,,,,,,0,0,
d0551,,,,,,,0,0,
d0552,,,,,,,0,0,
d0553,,,,,,,0,0,
d0554,,,,,,,0,0,
d0555,,,,,,,0,0,
d0556,,,,,,,0,0,
d0557,,,,,,,0,0,
d0558,,,,,,,0,0,
d0559,,,,,,,0,0,
d0560,,,,,,,0,0,
d0561,,,,,,,0,0,
d0562,,,,,,,0,0,
d0563,,,,,,,0,0,
d0564,,,,,,,0,0,
d0565,,,,,,,0,0,
d0566,,,,,,,0,0,
d0567,,,,,,,0,0,
d0568,,,,,,,0,0,
d0569,,,,,,,0,0,
d0570,,,,,,,0,0,
d0571,,,,,,,0,0,
d0572,,,,,,,0,0,
d0573,,,,,,,0,0,
d0574,,,,,,,0,0,
d0575,,,,,,,0,0,
d0576,,,,,,,0,0,
d0577,,,,,,,0,0,
d0578,,,,,,,0,0,
d0579,,,,,,,0,0,
d0580,,,,,,,0,0,
d0581,,,,,,,0,0,
d0582,,,,,,,0,0,
d0583,,,,,,,0,0,
d0584,,,,,,,0,0,
d0585,,,,,,,0,0,
d0586,,,,,,,0,0,
d0587,,,,,,,0,0,
d0588,,,,,,,0,0,
d0589,,,,,,,0,0,
d0590,,,,,,,0,0,
d0591,,,,,,,0,0,
d0592,,,,,,,0,0,
d0593,,,,,,,0,0,
d0594,,,,,,,0,0,
d0595,,,,,,,0,0,
d0596,,,,,,,0,0,
d0597,,,,,,,0,0,
d0598,,,,,,,0,0,
d0599,,,,,,,0,0,
d0600,,,,,,,0,0,
d0601,,,,,,,0,0,
d0602,,,,,,,0,0,
d0603,,,,,,,0,0,
d0604,,,,,,,0,0,
d0605,,,,,,,0,0,
d0606,,,,,,,0,0,
d0607,,,,,,,0,0,
d0608,,,,,,,0,0,
d0609,,,,,,,0,0,
d0610,,,,,,,0,0,
d0611,,,,,,,0,0,
d0612,,,,,,,0,0,
d0613,,,,,,,0,0,
d0614,,,,,,,0,0,
d0615,,,,,,,0,0,
d0616,,,,,,,0,0,
d0617,,,,,,,0,0,
d0618,,,,,,,0,0,
d0619,,,,,,,0,0,
d0620,,,,,,,0,0,
d0621,,,,,,,0,0,
d0622,,,,,,,0,0,
d0623,,,,,,,0,0,
d0624,,,,,,,0,0,
d0625,,,,,,,0,0,
d0626,,,,,,,0,0,
d0627,,,,,,,0,0,
d0628,,,,,,,0,0,
d0629,,,,,,,0,0,
d0630,,,,,,,0,0,
d0631,,,,,,,0,0,
d0632,,,,,,,0,0,
d0633,,,,,,,0,0,
d0634,,,,,,,0,0,
d0635,,,,,,,0,0,
d0636,,,,,,,0,0,
d0637,,,,,,,0,0,
d0638,,,,,,,0,0,
d0639,,,,,,,0,0,
d0640,,,,,,,0,0,
d0641,,,,,,,0,0,
d0642,,,,,,,0,0,
d0643,,,,,,,0,0,
d0644,,,,,,,0,0,
d0645,,,,,,,0,0,
d0646,,,,,,,0,0,
d0647,,,,,,,0,0,
d0648,,,,,,,0,0,
d0649,,,,,,,0,0,
d0650,,,,,,,0,0,
d0651,,,,,,,0,0,
d0652,,,,,,,0,0,
d0653,,,,,,,0,0,
d0654,,,,,,,0,0,
d0655,,,,,,,0,0,
d0656,,,,,,,0,0,
d0657,,,,,,,0,0,
d0658,,,,,,,0,0,
d0659,,,,,,,0,0,
d0660,,,,,,,0,0,
d0661,,,,,,,0,0,
d0662,,,,,,,0,0,
d0663,,,,,,,0,0,
d0664,,,,,,,0,0,
d0665,,,,,,,0,0,
d0666,,,,,,,0,0,
d0667,,,,,,,0,0,
d0668,,,,,,,0,0,
d0669,,,,,,,0,0,
d0670,,,,,,,0,0,
d0671,,,,,,,0,0,
d0672,,,,,,,0,0,
d0673,,,,,,,0,0,
d0674,,,,,,,0,0,
d0675,,,,,,,0,0,
d0676,,,,,,,0,0,
d0677,,,,,,,0,0,
d0678,,,,,,,0,0,
d0679,,,,,,,0,0,
d0680,,,,,,,0,0,
d0681,,,,,,,0,0,
d0682,,,,,,,0,0,
d0683,,,,,,,0,0,
d0684,,,,,,,0,0,
d0685,,,,,,,0,0,
d0686,,,,,,,0,0,
d0687,,,,,,,0,0,
d0688,,,,,,,0,0,
d0689,,,,,,,0,0,
d0690,,,,,,,0,0,
d0691,,,,,,,0,0,
d0692,,,,,,,0,0,
d0693,,,,,,,0,0,
d0694,,,,,,,0,0,
d0695,,,,,,,0,0,
d0696,,,,,,,0,0,
d0697,,,,,,,0,0,
d0698,,,,,,,0,0,
d0699,,,,,,,0,0,
d0700,,,,,,,0,0,
d0701,,,,,,,0,0,
d0702,,,,,,,0,0,
d0703,,,,,,,0,0,
d0704,,,,,,,0,0,
d0705,,,,,,,0,0,
d0706,,,,,,,0,0,
d0707,,,,,,,0,0,
d0708,,,,,,,0,0,
d0709,,,,,,,0,0,
d0710,,,,,,,0,0,
d0711,,,,,,,0,0,
d0712,,,,,,,0,0,
d0713,,,,,,,0,0,
d0714,,,,,,,0,0,
d0715,,,,,,,0,0,
d0716,,,,,,,0,0,
d0717,,,,,,,0,0,
d0718,,,,,,,0,0,
d0719,,,,,,,0,0,
d0720,,,,,,,0,0,
d0721,,,,,,,0,0,
d0722,,,,,,,0,0,
d0723,,,,,,,0,0,
d0724,,,,,,,0,0,
d0725,,,,,,,0,0,
d0726,,,,,,,0,0,
d0727,,,,,,,0,0,
d0728,,,,,,,0,0,
d0729,,,,,,,0,0,
d0730,,,,,,,0,0,
d0731,,,,,,,0,0,
d0732,,,,,,,0,0,
d0733,,,,,,,0,0,
d0734,,,,,,,0,0,
d0735,,,,,,,0,0,
d0736,,,,,,,0,0,
d0737,,,,,,,0,0,
d0738,,,,,,,0,0,
d0739,,,,,,,0,0,
d0740,,,,,,,0,0,
d0741,,,,,,,0,0,
d0742,,,,,,,0,0,
d0743,,,,,,,0,0,
d0744,,,,,,,0,0,
d0745,,,,,,,0,0,
d0746,,,,,,,0,0,
d0747,,,,,,,0,0,
d0748,,,,,,,0,0,
d0749,,,,,,,0,0,
d0750,,,,,,,0,0,
d0751,,,,,,,0,0,
d0752,,,,,,,0,0,
d0753,,,,,,,0,0,
d0754,,,,,,,0,0,
d0755,,,,,,,0,0,
d0756,,,,,,,0,0,
d0757,,,,,,,0,0,
d0758,,,,,,,0,0,
d0759,,,,,,,0,0,
d0760,,,,,,,0,0,
d0761,,,,,,,0,0,
d0762,,,,,,,0,0,
d0763,,,,,,,0,0,
d0764,,,,,,,0,0,
d0765,,,,,,,0,0,
d0766,,,,,,,0,0,
d0767,,,,,,,0,0,
d0768,,,,,,,0,0,
d0769,,,,,,,0,0,
d0770,,,,,,,0,0,
d0771,,,,,,,0,0,
d0772,,,,,,,0,0,
d0773,,,,,,,0,0,
d0774,,,,,,,0,0,
d0775,,,,,,,0,0,
d0776,,,,,,,0,0,
d0777,,,,,,,0,0,
d0778,,,,,,,0,0,
d0779,,,,,,,0,0,
d0780,,,,,,,0,0,
d0781,,,,,,,0,0,
d0782,,,,,,,0,0,
d0783,,,,,,,0,0,
d0784,,,,,,,0,0,
d0785,,,,,,,0,0,
d0786,,,,,,,0,0,
d0787,,,,,,,0,0,
d0788,,,,,,,0,0,
d0789,,,,,,,0,0,
d0790,,,,,,,0,0,
d0791,,,,,,,0,0,
d0792,,,,,,,0,0,
d0793,,,,,,,0,0,
d0794,,,,,,,0,0,
d0795,,,,,,,0,0,
d0796,,,,,,,0,0,
d0797,,,,,,,0,0,
d0798,,,,,,,0,0,
d0799,,,,,,,0,0,
d0800,,,,,,,0,0,
d0801,,,,,,,0,0,
d0802,,,,,,,0,0,
d0803,,,,,,,0,0,
d0804,,,,,,,0,0,
d0805,,,,,,,0,0,
d0806,,,,,,,0,0,
d0807,,,,,,,0,0,
d0808,,,,,,,0,0,
d0809,,,,,,,0,0,
d0810,,,,,,,0,0,
d0811,,,,,,,0,0,
d0812,,,,,,,0,0,
d0813,,,,,,,0,0,
d0814,,,,,,,0,0,
d0815,,,,,,,0,0,
d0816,,,,,,,0,0,
d0817,,,,,,,0,0,
d0818,,,,,,,0,0,
d0819,,,,,,,0,0,
d0820,,,,,,,0,0,
d0821,,,,,,,0,0,
d0822,,,,,,,0,0,
d0823,,,,,,,0,0,
d0824,,,,,,,0,0,
d0825,,,,,,,0,0,
d0826,,,,,,,0,0,
d0827,,,,,,,0,0,
d0828,,,,,,,0,0,
d0829,,,,,,,0,0,
d0830,,,,,,,0,0,
d0831,,,,,,,0,0,
d0832,,,,,,,0,0,
d0833,,,,,,,0,0,
d0834,,,,,,,0,0,
d0835,,,,,,,0,0,
d0836,,,,,,,0,0,
d0837,,,,,,,0,0,
d0838,,,,,,,0,0,
d0839,,,,,,,0,0,
d0840,,,,,,,0,0,
d0841,,,,,,,0,0,
d0842,,,,,,,0,0,
d0843,,,,,,,0,0,
d0844,,,,,,,0,0,
d0845,,,,,,,0,0,
d0846,,,,,,,0,0,
d0847,,,,,,,0,0,
d0848,,,,,,,0,0,
d0849,,,,,,,0,0,
d0850,,,,,,,0,0,
d0851,,,,,,,0,0,
d0852,,,,,,,0,0,
d0853,,,,,,,0,0,
d0854,,,,,,,0,0,
d0855,,,,,,,0,0,
d0856,,,,,,,0,0,
d0857,,,,,,,0,0,
d0858,,,,,,,0,0,
d0859,,,,,,,0,0,
d0860,,,,,,,0,0,
d0861,,,,,,,0,0,
d0862,,,,,,,0,0,
d0863,,,,,,,0,0,
d0864,,,,,,,0,0,
d0865,,,,,,,0,0,
d0866,,,,,,,0,0,
d0867,,,,,,,0,0,
d0868,,,,,,,0,0,
d0869,,,,,,,0,0,
d0870,,,,,,,0,0,
d0871,,,,,,,0,0,
d0872,,,,,,,0,0,
d0873,,,,,,,0,0,
d0874,,,,,,,0,0,
d0875,,,,,,,0,0,
d0876,,,,,,,0,0,
d0877,,,,,,,0,0,
d0878,,,,,,,0,0,
d0879,,,,,,,0,0,
d0880,,,,,,,0,0,
d0881,,,,,,,0,0,
d0882,,,,,,,0,0,
d0883,,,,,,,0,0,
d0884,,,,,,,0,0,
d0885,,,,,,,0,0,
d0886,,,,,,,0,0,
d0887,,,,,,,0,0,
d0888,,,,,,,0,0,
d0889,,,,,,,0,0,
d0890,,,,,,,0,0,
d0891,,,,,,,0,0,
d0892,,,,,,,0,0,
d0893,,,,,,,0,0,
d0894,,,,,,,0,0,
d0895,,,,,,,0,0,
d0896,,,,,,,0,0,
d0897,,,,,,,0,0,
d0898,,,,,,,0,0,
d0899,,,,,,,0,0,
d0900,,,,,,,0,0,
d0901,,,,,,,0,0,
d0902,,,,,,,0,0,
d0903,,,,,,,0,0,
d0904,,,,,,,0,0,
d0905,,,,,,,0,0,
d0906,,,,,,,0,0,
d0907,,,,,,,0,0,
d0908,,,,,,,0,0,
d0909,,,,,,,0,0,
d0910,,,,,,,0,0,
d0911,,,,,,,0,0,
d0912,,,,,,,0,0,
d0913,,,,,,,0,0,
d0914,,,,,,,0,0,
d0915,,,,,,,0,0,
d0916,,,,,,,0,0,
d0917,,,,,,,0,0,
d0918,,,,,,,0,0,
d0919,,,,,,,0,0,
